#NCBI_GeneID	Ensembl_Gene	HGNC_ID	symbol	name	RefSeq_nuc	RefSeq_prot	Ensembl_nuc	Ensembl_prot	MANE_status	GRCh38_chr	chr_start	chr_end	chr_strand
GeneID:79774	ENSG00000139835.14	HGNC:20310	GRTP1	growth hormone regulated TBC protein 1	NM_024719.4	NP_078995.2	ENST00000375431.9	ENSP00000364580.3	MANE Select	13	113324163	113364130	-
GeneID:79776	ENSG00000091656.19	HGNC:30939	ZFHX4	zinc finger homeobox 4	NM_024721.5	NP_078997.4	ENST00000651372.2	ENSP00000498627.1	MANE Select	8	76681247	76867281	+
GeneID:79777	ENSG00000181513.15	HGNC:23337	ACBD4	acyl-CoA binding domain containing 4	NM_001135705.3	NP_001129177.1	ENST00000321854.13	ENSP00000314440.8	MANE Select	17	45135687	45144176	+
GeneID:79778	ENSG00000164877.19	HGNC:29672	MICALL2	MICAL like 2	NM_182924.4	NP_891554.1	ENST00000297508.8	ENSP00000297508.7	MANE Select	7	1434359	1459470	-
GeneID:79780	ENSG00000149231.16	HGNC:26282	CCDC82	coiled-coil domain containing 82	NM_024725.4	NP_079001.2	ENST00000646818.2	ENSP00000496393.1	MANE Select	11	96352773	96389912	-
GeneID:79781	ENSG00000132321.17	HGNC:26195	IQCA1	IQ motif containing with AAA domain 1	NM_024726.5	NP_079002.3	ENST00000409907.8	ENSP00000387347.3	MANE Select	2	236324151	236507476	-
GeneID:79782	ENSG00000114248.10	HGNC:26261	LRRC31	leucine rich repeat containing 31	NM_024727.4	NP_079003.2	ENST00000316428.10	ENSP00000325978.5	MANE Select	3	169839172	169869935	-
GeneID:79783	ENSG00000175600.16	HGNC:16001	SUGCT	succinyl-CoA:glutarate-CoA transferase	NM_001193313.2	NP_001180242.2	ENST00000335693.9	ENSP00000338475.5	MANE Select	7	40135005	40860763	+
GeneID:79784	ENSG00000105357.20	HGNC:23212	MYH14	myosin heavy chain 14	NM_001145809.2	NP_001139281.1	ENST00000642316.2	ENSP00000493594.1	MANE Select	19	50203622	50310540	+
GeneID:79785	ENSG00000111404.7	HGNC:26213	RERGL	RERG like	NM_001286201.2	NP_001273130.1	ENST00000538724.6	ENSP00000437814.1	MANE Select	12	18080869	18090193	-
GeneID:79786	ENSG00000135686.13	HGNC:17844	KLHL36	kelch like family member 36	NM_024731.4	NP_079007.2	ENST00000564996.6	ENSP00000456743.1	MANE Select	16	84648511	84667686	+
GeneID:79788	ENSG00000197497.11	HGNC:25885	ZNF665	zinc finger protein 665	NM_024733.5	NP_079009.3	ENST00000396424.5	ENSP00000379702.2	MANE Select	19	53162424	53193358	-
GeneID:79789	ENSG00000165959.12	HGNC:19972	CLMN	calmin	NM_024734.4	NP_079010.2	ENST00000298912.9	ENSP00000298912.3	MANE Select	14	95181940	95319908	-
GeneID:79791	ENSG00000103264.18	HGNC:16510	FBXO31	F-box protein 31	NM_024735.5	NP_079011.3	ENST00000311635.12	ENSP00000310841.4	MANE Select	16	87326987	87383776	-
GeneID:79792	ENSG00000104518.11	HGNC:25697	GSDMD	gasdermin D	NM_024736.7	NP_079012.3	ENST00000262580.9	ENSP00000262580.4	MANE Select	8	143558346	143563062	+
GeneID:79794	ENSG00000111412.6	HGNC:26128	SPRING1	SREBF pathway regulator in golgi 1	NM_024738.4	NP_079014.1	ENST00000261318.5	ENSP00000261318.3	MANE Select	12	116710171	116738069	-
GeneID:79796	ENSG00000086848.15	HGNC:15672	ALG9	ALG9 alpha-1,2-mannosyltransferase	NM_024740.2	NP_079016.2	ENST00000616540.5	ENSP00000482437.1	MANE Select	11	111782195	111871581	-
GeneID:79797	ENSG00000175213.3	HGNC:20041	ZNF408	zinc finger protein 408	NM_024741.3	NP_079017.1	ENST00000311764.3	ENSP00000309606.2	MANE Select	11	46701031	46705912	+
GeneID:79798	ENSG00000140691.18	HGNC:25781	ARMC5	armadillo repeat containing 5	NM_001105247.2	NP_001098717.1	ENST00000268314.9	ENSP00000268314.4	MANE Select	16	31459501	31467165	+
GeneID:79799	ENSG00000135220.11	HGNC:28528	UGT2A3	UDP glucuronosyltransferase family 2 member A3	NM_024743.4	NP_079019.3	ENST00000251566.9	ENSP00000251566.4	MANE Select	4	68928463	68951804	-
GeneID:79800	ENSG00000138380.18	HGNC:14435	CARF	calcium responsive transcription factor	NM_024744.17	NP_079020.13	ENST00000438828.4	ENSP00000414644.1	MANE Select	2	202912275	202988263	+
GeneID:79801	ENSG00000171241.9	HGNC:29547	SHCBP1	SHC binding and spindle associated 1	NM_024745.5	NP_079021.4	ENST00000303383.8	ENSP00000306473.3	MANE Select	16	46578591	46621379	-
GeneID:79802	ENSG00000143512.13	HGNC:25842	HHIPL2	HHIP like 2	NM_024746.4	NP_079022.2	ENST00000343410.7	ENSP00000342118.6	MANE Select	1	222522264	222548104	-
GeneID:79803	ENSG00000166189.8	HGNC:18817	HPS6	HPS6 biogenesis of lysosomal organelles complex 2 subunit 3	NM_024747.6	NP_079023.2	ENST00000299238.7	ENSP00000299238.5	MANE Select	10	102065349	102068036	+
GeneID:79805	ENSG00000143494.16	HGNC:25723	VASH2	vasohibin 2	NM_001301056.2	NP_001287985.1	ENST00000517399.3	ENSP00000428324.1	MANE Select	1	212950541	212991585	+
GeneID:79807	ENSG00000138780.15	HGNC:25806	GSTCD	glutathione S-transferase C-terminal domain containing	NM_001370181.1	NP_001357110.1	ENST00000515279.6	ENSP00000422354.1	MANE Select	4	105708784	105847725	+
GeneID:79809	ENSG00000123607.16	HGNC:25660	TTC21B	tetratricopeptide repeat domain 21B	NM_024753.5	NP_079029.3	ENST00000243344.8	ENSP00000243344.7	MANE Select	2	165873362	165953776	-
GeneID:79810	ENSG00000049883.15	HGNC:25734	PTCD2	pentatricopeptide repeat domain 2	NM_024754.5	NP_079030.3	ENST00000380639.10	ENSP00000370013.4	MANE Select	5	72320373	72368395	+
GeneID:79811	ENSG00000137776.17	HGNC:20709	SLTM	SAFB like transcription modulator	NM_024755.4	NP_079031.2	ENST00000380516.7	ENSP00000369887.2	MANE Select	15	58879050	58933679	-
GeneID:79812	ENSG00000173269.14	HGNC:19888	MMRN2	multimerin 2	NM_024756.3	NP_079032.2	ENST00000372027.10	ENSP00000361097.4	MANE Select	10	86935540	86957615	-
GeneID:79813	ENSG00000181090.21	HGNC:24650	EHMT1	euchromatic histone lysine methyltransferase 1	NM_024757.5	NP_079033.4	ENST00000460843.6	ENSP00000417980.1	MANE Select	9	137619005	137836127	+
GeneID:79814	ENSG00000116771.6	HGNC:18407	AGMAT	agmatinase	NM_024758.5	NP_079034.3	ENST00000375826.4	ENSP00000364986.3	MANE Select	1	15571699	15585051	-
GeneID:79815	ENSG00000104361.10	HGNC:25854	NIPAL2	NIPA like domain containing 2	NM_001321635.2	NP_001308564.1	ENST00000430223.7	ENSP00000407087.2	MANE Select	8	98189826	98294235	-
GeneID:79816	ENSG00000104953.20	HGNC:30788	TLE6	TLE family member 6, subcortical maternal complex member	NM_001143986.2	NP_001137458.1	ENST00000246112.9	ENSP00000246112.3	MANE Select	19	2977564	2995179	+
GeneID:79817	ENSG00000120162.10	HGNC:23825	MOB3B	MOB kinase activator 3B	NM_024761.5	NP_079037.3	ENST00000262244.6	ENSP00000262244.5	MANE Select	9	27325209	27529814	-
GeneID:79818	ENSG00000178935.5	HGNC:26135	ZNF552	zinc finger protein 552	NM_024762.3	NP_079038.2	ENST00000391701.1	ENSP00000375582.1	MANE Select	19	57807082	57814913	-
GeneID:79819	ENSG00000152763.17	HGNC:26252	DNAI4	dynein axonemal intermediate chain 4	NM_024763.5	NP_079039.4	ENST00000371026.8	ENSP00000360065.3	MANE Select	1	66812885	66924856	-
GeneID:79820	ENSG00000133962.8	HGNC:20500	CATSPERB	cation channel sperm associated auxiliary subunit beta	NM_024764.4	NP_079040.2	ENST00000256343.8	ENSP00000256343.3	MANE Select	14	91580698	91732086	-
GeneID:79822	ENSG00000088756.13	HGNC:25509	ARHGAP28	Rho GTPase activating protein 28	NM_001366230.1	NP_001353159.1	ENST00000383472.9	ENSP00000372964.4	MANE Select	18	6729716	6915716	+
GeneID:79823	ENSG00000143919.15	HGNC:26276	CAMKMT	calmodulin-lysine N-methyltransferase	NM_024766.5	NP_079042.1	ENST00000378494.8	ENSP00000367755.3	MANE Select	2	44361947	44772592	+
GeneID:79825	ENSG00000114654.8	HGNC:25692	EFCC1	EF-hand and coiled-coil domain containing 1	NM_001377500.1	NP_001364429.1	ENST00000683648.1	ENSP00000507795.1	MANE Select	3	129001304	129040742	+
GeneID:79827	ENSG00000166250.12	HGNC:24039	CLMP	CXADR like membrane protein	NM_024769.5	NP_079045.1	ENST00000448775.4	ENSP00000405577.2	MANE Select	11	123069872	123195248	-
GeneID:79828	ENSG00000123600.21	HGNC:25856	METTL8	methyltransferase 8, methylcytidine	NM_001321154.2	NP_001308083.1	ENST00000375258.9	ENSP00000364407.4	MANE Select	2	171315746	171433990	-
GeneID:79829	ENSG00000110583.13	HGNC:25845	NAA40	N-alpha-acetyltransferase 40, NatD catalytic subunit	NM_024771.4	NP_079047.2	ENST00000377793.9	ENSP00000367024.4	MANE Select	11	63939002	63957319	+
GeneID:79830	ENSG00000197056.11	HGNC:26253	ZMYM1	zinc finger MYM-type containing 1	NM_024772.5	NP_079048.3	ENST00000359858.9	ENSP00000352920.4	MANE Select	1	35079385	35115859	+
GeneID:79831	ENSG00000155666.12	HGNC:25840	KDM8	lysine demethylase 8	NM_024773.3	NP_079049.2	ENST00000286096.9	ENSP00000286096.5	MANE Select	16	27203526	27221768	+
GeneID:79832	ENSG00000060749.16	HGNC:26154	QSER1	glutamine and serine rich 1	NM_001076786.3	NP_001070254.2	ENST00000650167.2	ENSP00000496900.1	MANE Select	11	32892811	32980270	+
GeneID:79833	ENSG00000152147.11	HGNC:20044	GEMIN6	gem nuclear organelle associated protein 6	NM_024775.10	NP_079051.9	ENST00000281950.8	ENSP00000281950.2	MANE Select	2	38778210	38785002	+
GeneID:79834	ENSG00000173517.11	HGNC:29431	PEAK1	pseudopodium enriched atypical kinase 1	NM_001385026.1	NP_001371955.1	ENST00000682557.1	ENSP00000507603.1	MANE Select	15	77108158	77420104	-
GeneID:79836	ENSG00000175556.17	HGNC:21152	LONRF3	LON peptidase N-terminal domain and ring finger 3	NM_001031855.3	NP_001027026.1	ENST00000371628.8	ENSP00000360690.3	MANE Select	X	118974618	119018355	+
GeneID:79837	ENSG00000166908.18	HGNC:23786	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma	NM_024779.5	NP_079055.3	ENST00000354947.10	ENSP00000347032.5	MANE Select	12	57591192	57603418	+
GeneID:79838	ENSG00000103534.17	HGNC:22999	TMC5	transmembrane channel like 5	NM_001261841.2	NP_001248770.1	ENST00000542583.7	ENSP00000446274.2	MANE Select	16	19417883	19499113	+
GeneID:79839	ENSG00000150636.17	HGNC:26295	CCDC102B	coiled-coil domain containing 102B	NM_024781.3	NP_079057.3	ENST00000360242.9	ENSP00000353377.5	MANE Select	18	68798080	69055189	+
GeneID:79840	ENSG00000187736.13	HGNC:25737	NHEJ1	non-homologous end joining factor 1	NM_024782.3	NP_079058.1	ENST00000356853.10	ENSP00000349313.5	MANE Select	2	219069357	219160815	-
GeneID:79841	ENSG00000165923.17	HGNC:26296	AGBL2	AGBL carboxypeptidase 2	NM_024783.4	NP_079059.2	ENST00000525123.6	ENSP00000435582.1	MANE Select	11	47659591	47715369	-
GeneID:79842	ENSG00000185670.9	HGNC:22918	ZBTB3	zinc finger and BTB domain containing 3	NM_001370809.1	NP_001357738.1	ENST00000394807.5	ENSP00000378286.4	MANE Select	11	62750963	62754160	-
GeneID:79843	ENSG00000124019.10	HGNC:26224	FAM124B	family with sequence similarity 124 member B	NM_001122779.2	NP_001116251.1	ENST00000409685.4	ENSP00000386895.3	MANE Select	2	224378698	224402107	-
GeneID:79844	ENSG00000188818.13	HGNC:19158	ZDHHC11	zinc finger DHHC-type containing 11	NM_024786.3	NP_079062.1	ENST00000283441.13	ENSP00000283441.8	MANE Select	5	795605	850986	-
GeneID:79845	ENSG00000133874.2	HGNC:21147	RNF122	ring finger protein 122	NM_024787.3	NP_079063.2	ENST00000256257.2	ENSP00000256257.1	MANE Select	8	33547754	33567128	-
GeneID:79846	ENSG00000105792.19	HGNC:26107	CFAP69	cilia and flagella associated protein 69	NM_001039706.3	NP_001034795.2	ENST00000389297.8	ENSP00000373948.4	MANE Select	7	90245174	90311063	+
GeneID:79847	ENSG00000138111.14	HGNC:26196	MFSD13A	major facilitator superfamily domain containing 13A	NM_024789.4	NP_079065.2	ENST00000238936.8	ENSP00000238936.3	MANE Select	10	102461395	102477045	+
GeneID:79848	ENSG00000104218.16	HGNC:26193	CSPP1	centrosome and spindle pole associated protein 1	NM_001382391.1	NP_001369320.1	ENST00000678616.1	ENSP00000504733.1	MANE Select	8	67064392	67196614	+
GeneID:79849	ENSG00000172367.16	HGNC:19891	PDZD3	PDZ domain containing 3	NM_001168468.2	NP_001161940.1	ENST00000355547.10	ENSP00000347742.5	MANE Select	11	119185475	119190213	+
GeneID:79850	ENSG00000167695.15	HGNC:29646	TLCD3A	TLC domain containing 3A	NM_024792.3	NP_079068.1	ENST00000308278.13	ENSP00000312017.7	MANE Select	17	732596	742968	+
GeneID:79852	ENSG00000105131.8	HGNC:23760	EPHX3	epoxide hydrolase 3	NM_024794.3	NP_079070.1	ENST00000221730.8	ENSP00000221730.2	MANE Select	19	15226919	15232448	-
GeneID:79853	ENSG00000168955.4	HGNC:26230	TM4SF20	transmembrane 4 L six family member 20	NM_024795.4	NP_079071.2	ENST00000304568.4	ENSP00000303028.3	MANE Select	2	227362038	227379306	-
GeneID:79856	ENSG00000157734.14	HGNC:16315	SNX22	sorting nexin 22	NM_024798.3	NP_079074.2	ENST00000325881.9	ENSP00000323435.4	MANE Select	15	64151731	64157481	+
GeneID:79858	ENSG00000114670.14	HGNC:18593	NEK11	NIMA related kinase 11	NM_024800.5	NP_079076.3	ENST00000383366.9	ENSP00000372857.4	MANE Select	3	131026877	131350465	+
GeneID:79861	ENSG00000178462.12	HGNC:23534	TUBAL3	tubulin alpha like 3	NM_024803.3	NP_079079.1	ENST00000380419.8	ENSP00000369784.3	MANE Select	10	5393101	5404828	-
GeneID:79862	ENSG00000188295.15	HGNC:25736	ZNF669	zinc finger protein 669	NM_001142572.2	NP_001136044.1	ENST00000448299.7	ENSP00000404370.2	MANE Select	1	247099962	247104356	-
GeneID:79863	ENSG00000101546.13	HGNC:26120	RBFA	ribosome binding factor A	NM_024805.3	NP_079081.2	ENST00000306735.10	ENSP00000305696.4	MANE Select	18	80034434	80050651	+
GeneID:79864	ENSG00000109944.11	HGNC:26288	JHY	junctional cadherin complex regulator	NM_024806.4	NP_079082.2	ENST00000227349.7	ENSP00000227349.2	MANE Select	11	122882759	122963862	+
GeneID:79865	ENSG00000112195.9	HGNC:21092	TREML2	triggering receptor expressed on myeloid cells like 2	NM_024807.4	NP_079083.2	ENST00000483722.2	ENSP00000418767.1	MANE Select	6	41189749	41201149	-
GeneID:79866	ENSG00000136122.18	HGNC:24724	BORA	BORA aurora kinase A activator	NM_024808.5	NP_079084.4	ENST00000390667.11	ENSP00000375082.6	MANE Select	13	72727923	72756196	+
GeneID:79867	ENSG00000168778.13	HGNC:25774	TCTN2	tectonic family member 2	NM_024809.5	NP_079085.2	ENST00000303372.7	ENSP00000304941.5	MANE Select	12	123671113	123708399	+
GeneID:79868	ENSG00000101901.12	HGNC:30881	ALG13	ALG13 UDP-N-acetylglucosaminyltransferase subunit	NM_001099922.3	NP_001093392.1	ENST00000394780.8	ENSP00000378260.3	MANE Select	X	111681170	111760649	+
GeneID:79869	ENSG00000149532.16	HGNC:30098	CPSF7	cleavage and polyadenylation specific factor 7	NM_001142565.3	NP_001136037.1	ENST00000439958.8	ENSP00000397203.3	MANE Select	11	61402729	61429975	-
GeneID:79870	ENSG00000164929.17	HGNC:14333	BAALC	BAALC binder of MAP3K1 and KLF4	NM_024812.3	NP_079088.1	ENST00000309982.10	ENSP00000312457.5	MANE Select	8	103140725	103230305	+
GeneID:79871	ENSG00000122484.9	HGNC:25791	RPAP2	RNA polymerase II associated protein 2	NM_024813.3	NP_079089.2	ENST00000610020.2	ENSP00000476948.1	MANE Select	1	92299059	92402056	+
GeneID:79872	ENSG00000105879.12	HGNC:21225	CBLL1	Cbl proto-oncogene like 1	NM_024814.4	NP_079090.2	ENST00000440859.8	ENSP00000401277.2	MANE Select	7	107744142	107761667	+
GeneID:79873	ENSG00000275074.2	HGNC:26194	NUDT18	nudix hydrolase 18	NM_024815.4	NP_079091.3	ENST00000611621.2	ENSP00000480722.1	MANE Select	8	22106878	22109419	-
GeneID:79874	ENSG00000177548.13	HGNC:24817	RABEP2	rabaptin, RAB GTPase binding effector protein 2	NM_024816.3	NP_079092.2	ENST00000358201.9	ENSP00000350934.4	MANE Select	16	28904421	28925238	-
GeneID:79875	ENSG00000187720.15	HGNC:25835	THSD4	thrombospondin type 1 domain containing 4	NM_024817.3	NP_079093.2	ENST00000261862.8	ENSP00000261862.8	MANE Select	15	71115471	71783383	+
GeneID:79876	ENSG00000081307.15	HGNC:23230	UBA5	ubiquitin like modifier activating enzyme 5	NM_024818.6	NP_079094.1	ENST00000356232.10	ENSP00000348565.4	MANE Select	3	132660329	132679794	+
GeneID:79877	ENSG00000172992.13	HGNC:26238	DCAKD	dephospho-CoA kinase domain containing	NM_001288655.2	NP_001275584.1	ENST00000651974.1	ENSP00000498268.1	MANE Select	17	45023344	45051632	-
GeneID:79879	ENSG00000100147.14	HGNC:26185	CCDC134	coiled-coil domain containing 134	NM_024821.5	NP_079097.1	ENST00000255784.6	ENSP00000255784.5	MANE Select	22	41800679	41832164	+
GeneID:79882	ENSG00000100722.20	HGNC:20509	ZC3H14	zinc finger CCCH-type containing 14	NM_024824.5	NP_079100.2	ENST00000251038.10	ENSP00000251038.5	MANE Select	14	88563037	88627596	+
GeneID:79883	ENSG00000132000.14	HGNC:26275	PODNL1	podocan like 1	NM_001370095.3	NP_001357024.2	ENST00000588872.3	ENSP00000467395.2	MANE Select	19	13931187	13938417	-
GeneID:79884	ENSG00000164114.19	HGNC:26118	MAP9	microtubule associated protein 9	NM_001039580.2	NP_001034669.1	ENST00000311277.9	ENSP00000310593.4	MANE Select	4	155342658	155376965	-
GeneID:79885	ENSG00000163517.15	HGNC:19086	HDAC11	histone deacetylase 11	NM_024827.4	NP_079103.2	ENST00000295757.8	ENSP00000295757.3	MANE Select	3	13480306	13506416	+
GeneID:79886	ENSG00000120159.13	HGNC:25834	CAAP1	caspase activity and apoptosis inhibitor 1	NM_024828.4	NP_079104.3	ENST00000333916.8	ENSP00000369431.3	MANE Select	9	26840685	26892802	-
GeneID:79887	ENSG00000121316.11	HGNC:26215	PLBD1	phospholipase B domain containing 1	NM_024829.6	NP_079105.4	ENST00000240617.10	ENSP00000240617.5	MANE Select	12	14503661	14567883	-
GeneID:79888	ENSG00000153395.10	HGNC:25718	LPCAT1	lysophosphatidylcholine acyltransferase 1	NM_024830.5	NP_079106.3	ENST00000283415.4	ENSP00000283415.3	MANE Select	5	1461427	1523960	-
GeneID:79890	ENSG00000100599.16	HGNC:18751	RIN3	Ras and Rab interactor 3	NM_024832.5	NP_079108.3	ENST00000216487.12	ENSP00000216487.7	MANE Select	14	92513781	92688994	+
GeneID:79891	ENSG00000083814.13	HGNC:26279	ZNF671	zinc finger protein 671	NM_024833.3	NP_079109.2	ENST00000317398.10	ENSP00000321848.5	MANE Select	19	57719751	57727624	-
GeneID:79892	ENSG00000197771.13	HGNC:25782	MCMBP	minichromosome maintenance complex binding protein	NM_001256378.2	NP_001243307.1	ENST00000369077.4	ENSP00000358073.3	MANE Select	10	119829440	119872843	-
GeneID:79893	ENSG00000278311.5	HGNC:19357	GGNBP2	gametogenetin binding protein 2	NM_024835.5	NP_079111.1	ENST00000613102.5	ENSP00000478220.1	MANE Select	17	36544919	36589848	+
GeneID:79894	ENSG00000171161.13	HGNC:26179	ZNF672	zinc finger protein 672	NM_024836.3	NP_079112.1	ENST00000306562.8	ENSP00000421915.1	MANE Select	1	248838224	248849517	+
GeneID:79895	ENSG00000104043.15	HGNC:13536	ATP8B4	ATPase phospholipid transporting 8B4 (putative)	NM_024837.4	NP_079113.2	ENST00000284509.11	ENSP00000284509.6	MANE Select	15	49858238	50119233	-
GeneID:79896	ENSG00000185875.13	HGNC:26160	THNSL1	threonine synthase like 1	NM_024838.5	NP_079114.3	ENST00000376356.5	ENSP00000365534.4	MANE Select	10	25016612	25026664	+
GeneID:79897	ENSG00000241370.6	HGNC:21300	RPP21	ribonuclease P/MRP subunit p21	NM_024839.4	NP_079115.1	ENST00000442966.7	ENSP00000403833.2	MANE Select	6	30345156	30346857	+
GeneID:79898	ENSG00000176024.18	HGNC:25827	ZNF613	zinc finger protein 613	NM_001031721.4	NP_001026891.2	ENST00000293471.11	ENSP00000293471.5	MANE Select	19	51927472	51946621	+
GeneID:79899	ENSG00000135362.14	HGNC:25878	PRR5L	proline rich 5 like	NM_001160167.2	NP_001153639.1	ENST00000530639.6	ENSP00000435050.1	MANE Select	11	36296288	36465204	+
GeneID:79901	ENSG00000071967.12	HGNC:20797	CYBRD1	cytochrome b reductase 1	NM_024843.4	NP_079119.3	ENST00000321348.9	ENSP00000319141.4	MANE Select	2	171522474	171558129	+
GeneID:79902	ENSG00000125450.11	HGNC:8734	NUP85	nucleoporin 85	NM_024844.5	NP_079120.1	ENST00000245544.9	ENSP00000245544.4	MANE Select	17	75205679	75235758	+
GeneID:79903	ENSG00000122390.19	HGNC:25875	NAA60	N-alpha-acetyltransferase 60, NatF catalytic subunit	NM_001083601.3	NP_001077070.1	ENST00000407558.9	ENSP00000385903.4	MANE Select	16	3443680	3486953	+
GeneID:79905	ENSG00000170537.13	HGNC:23000	TMC7	transmembrane channel like 7	NM_024847.4	NP_079123.3	ENST00000304381.10	ENSP00000304710.5	MANE Select	16	18983934	19063942	+
GeneID:79906	ENSG00000116151.14	HGNC:25852	MORN1	MORN repeat containing 1	NM_024848.3	NP_079124.1	ENST00000378531.8	ENSP00000367792.3	MANE Select	1	2321253	2391554	-
GeneID:79908	ENSG00000113303.12	HGNC:26131	BTNL8	butyrophilin like 8	NM_001040462.3	NP_001035552.1	ENST00000340184.9	ENSP00000342197.4	MANE Select	5	180899159	180950906	+
GeneID:79912	ENSG00000121350.16	HGNC:26162	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1	NM_024854.5	NP_079130.2	ENST00000240651.14	ENSP00000240651.9	MANE Select	12	21437655	21471250	+
GeneID:79913	ENSG00000101442.10	HGNC:14671	ACTR5	actin related protein 5	NM_024855.4	NP_079131.3	ENST00000243903.6	ENSP00000243903.4	MANE Select	20	38748460	38772520	+
GeneID:79915	ENSG00000176208.9	HGNC:25752	ATAD5	ATPase family AAA domain containing 5	NM_024857.5	NP_079133.3	ENST00000321990.5	ENSP00000313171.4	MANE Select	17	30831966	30895869	+
GeneID:79918	ENSG00000103037.12	HGNC:26116	SETD6	SET domain containing 6, protein lysine methyltransferase	NM_001160305.4	NP_001153777.1	ENST00000219315.9	ENSP00000219315.5	MANE Select	16	58515517	58523842	+
GeneID:79919	ENSG00000172478.18	HGNC:26216	MAB21L4	mab-21 like 4	NM_001085437.3	NP_001078906.3	ENST00000388934.5	ENSP00000373586.4	MANE Select	2	240886048	240896156	-
GeneID:79921	ENSG00000133142.19	HGNC:26121	TCEAL4	transcription elongation factor A like 4	NM_001006935.3	NP_001006936.1	ENST00000472484.6	ENSP00000421156.1	MANE Select	X	103585515	103587729	+
GeneID:79922	ENSG00000278619.5	HGNC:26202	MRM1	mitochondrial rRNA methyltransferase 1	NM_024864.5	NP_079140.2	ENST00000614766.5	ENSP00000481559.1	MANE Select	17	36601583	36608964	+
GeneID:79923	ENSG00000111704.11	HGNC:20857	NANOG	Nanog homeobox	NM_024865.4	NP_079141.2	ENST00000229307.9	ENSP00000229307.4	MANE Select	12	7789402	7799146	+
GeneID:79924	ENSG00000128165.9	HGNC:28898	ADM2	adrenomedullin 2	NM_001253845.2	NP_001240774.1	ENST00000395737.2	ENSP00000379086.1	MANE Select	22	50481543	50486437	+
